source,bufSize,index,duration_us,bytes,throughput_MB_s
server_4,1024,3,15008,1073380544,68207.3
server_4,1024,4,18628,1073461696,54956.7
server_4,1024,5,94470,1073310848,10835.1
server_4,1024,6,99175,1073671232,10324.5
server_4,1024,7,98160,1073546560,10430.1
server_4,1024,8,96735,1073257088,10580.8
server_4,1024,9,101524,1073633216,10085.3
server_4,1024,10,127080,1073343232,8054.93
server_4,1024,11,108047,1073240000,9472.93
server_4,1024,12,92931,1073435840,11015.8
server_4,1024,13,94903,1073316992,10785.7
server_4,1024,14,126432,1073627136,8098.35
server_4,1024,15,98709,1073440640,10371.0
server_4,1024,16,101941,1073464064,10042.4
server_4,1024,17,96549,1073280832,10601.5
server_4,1024,18,111915,884337088,7535.8
server_4,2048,0,1152223,2147054528,1777.08
server_4,2048,1,1219222,2146881152,1679.29
server_4,2048,2,55208,2146772480,37083.8
server_4,2048,3,181329,2147217600,11293.0
server_4,2048,4,39745,2146890176,51514.3
server_4,2048,5,195842,2146583104,10453.0
server_4,2048,6,198356,2146752640,10321.4
server_4,2048,7,205086,2147067712,9984.12
server_4,2048,8,192536,2146744832,10633.3
server_4,2048,9,203515,884337088,4144.02
client,512,0,1137967,536777088,449.847
client,512,1,1124909,536691456,454.996
client,512,2,11690,536857856,43797.1
client,512,3,9242,536728640,55384.6
client,512,4,53570,536696064,9554.48
client,512,5,10412,536804992,49168.0
client,512,6,9527,536704192,53725.3
client,512,7,11870,536676544,43118.3
client,512,8,54152,536737280,9452.51
client,512,9,55083,536724736,9292.53
client,512,10,2845,536619712,179881.0
client,512,11,45133,536691456,11340.5
client,512,12,45412,536844544,11274.0
client,512,13,47857,536827008,10697.7
client,512,14,3021,536768832,169448.0
client,512,15,45497,536777920,11251.5
client,512,16,44304,536642560,11551.6
client,512,17,55795,536614720,9172.07
client,512,18,48889,536852736,10472.3
client,512,19,47846,536780608,10699.2
client,512,20,2888,536653504,177214.0
client,512,21,46395,536689920,11032.0
client,512,22,52249,536657344,9795.33
client,512,23,61581,536582720,8309.79
client,512,24,2831,536655936,180782.0
client,512,25,48949,536780160,10458.1
client,512,26,53461,536698496,9574.0
client,512,27,47721,536618624,10724.0
client,512,28,48722,536810688,10507.4
client,512,29,49822,536816576,10275.5
client,512,30,51961,536656064,9849.6
client,512,31,2902,536784768,176402.0
client,512,32,43872,536651968,11665.6
client,512,33,44479,536812288,11509.8
client,512,34,49904,536696704,10256.4
client,512,35,2840,536584192,180185.0
client,512,36,40500,536854272,12641.6
client,512,37,56129,347482944,5904.0
client,1024,0,1181305,1073468224,866.617
client,1024,1,26300,1073586304,38929.7
client,1024,2,19535,1073500864,52407.0
client,1024,3,87198,1073380544,11739.4
client,1024,4,5490,1073461696,186472.0
client,1024,5,27610,1073310848,37073.1
client,1024,6,94215,1073671232,10868.0
client,1024,7,98689,1073546560,10374.1
client,1024,8,97737,1073257088,10472.4
client,1024,9,96376,1073633216,10624.0
client,1024,10,101092,1073343232,10125.6
client,1024,11,121319,1073240000,8436.61
client,1024,12,107843,1073435840,9492.58
client,1024,13,92617,1073316992,11051.9
client,1024,14,94423,1073627136,10843.7
client,1024,15,126099,1073440640,8118.33
client,1024,16,98450,1073464064,10398.5
client,1024,17,101538,1073280832,10080.6
client,1024,18,96167,884337088,8769.84
client,2048,0,1126025,2147054528,1818.42
client,2048,1,27679,2146881152,73970.4
client,2048,2,9683,2146772480,211435.0
client,2048,3,45535,2147217600,44970.8
client,2048,4,173606,2146890176,11793.6
client,2048,5,37491,2146583104,54603.5
client,2048,6,195400,2146752640,10477.5
client,2048,7,197986,2147067712,10342.2
client,2048,8,199936,2146744832,10239.8
client,2048,9,192229,884337088,4387.32
client,4096,0,1647923,4293935552,2484.96
client,4096,1,565628,4293990016,7239.86
client,4096,2,36290,4293473088,112829.0
client,4096,3,86891,4293820096,47126.9
client,4096,4,374412,3031081664,7720.55
